Cultivo;Campaña;Provincia;Departamento;idProvincia;idDepartamento;"Sup. Sembrada";"Sup. Cosechada";Producción;Rendimiento
"Trigo total";2021/22;"BUENOS AIRES";LINCOLN;6;469;53000;51614;180649;3500
"Trigo total";1969/70;"BUENOS AIRES";LOBERIA;6;476;95000;91000;184000;2022
"Trigo total";1970/71;"BUENOS AIRES";LOBERIA;6;476;79000;79000;148000;1873
"Trigo total";1971/72;"BUENOS AIRES";LOBERIA;6;476;80000;80000;141000;1763
"Trigo total";1972/73;"BUENOS AIRES";LOBERIA;6;476;80000;80000;184000;2300
"Trigo total";1973/74;"BUENOS AIRES";LOBERIA;6;476;95000;95000;195000;2053
"Trigo total";1974/75;"BUENOS AIRES";LOBERIA;6;476;100000;100000;200000;2000
"Trigo total";1975/76;"BUENOS AIRES";LOBERIA;6;476;95000;95000;190000;2000
"Trigo total";1976/77;"BUENOS AIRES";LOBERIA;6;476;125000;98000;177800;1814
"Trigo total";1977/78;"BUENOS AIRES";LOBERIA;6;476;86000;80700;145000;1797
"Trigo total";1978/79;"BUENOS AIRES";LOBERIA;6;476;85000;85000;219000;2576
"Trigo total";1979/80;"BUENOS AIRES";LOBERIA;6;476;81000;79100;127300;1609
"Trigo total";1980/81;"BUENOS AIRES";LOBERIA;6;476;71400;71000;132000;1859
"Trigo total";1981/82;"BUENOS AIRES";LOBERIA;6;476;70000;69000;120750;1750
"Trigo total";1982/83;"BUENOS AIRES";LOBERIA;6;476;105000;105000;270000;2571
"Trigo total";1983/84;"BUENOS AIRES";LOBERIA;6;476;119000;118000;239500;2030
"Trigo total";1984/85;"BUENOS AIRES";LOBERIA;6;476;80000;78000;228000;2923
"Trigo total";1985/86;"BUENOS AIRES";LOBERIA;6;476;82000;82000;164000;2000
"Trigo total";1986/87;"BUENOS AIRES";LOBERIA;6;476;83400;83400;220000;2638
"Trigo total";1987/88;"BUENOS AIRES";LOBERIA;6;476;105000;105000;257800;2455
"Trigo total";1988/89;"BUENOS AIRES";LOBERIA;6;476;113000;111700;373000;3339
"Trigo total";1989/90;"BUENOS AIRES";LOBERIA;6;476;110000;110000;250000;2273
"Trigo total";1990/91;"BUENOS AIRES";LOBERIA;6;476;79000;72400;166500;2300
"Trigo total";1991/92;"BUENOS AIRES";LOBERIA;6;476;74900;70900;170500;2405
"Trigo total";1992/93;"BUENOS AIRES";LOBERIA;6;476;66600;63600;165400;2601
"Trigo total";1993/94;"BUENOS AIRES";LOBERIA;6;476;75500;69220;165800;2395
"Trigo total";1994/95;"BUENOS AIRES";LOBERIA;6;476;78500;76450;207300;2712
"Trigo total";1995/96;"BUENOS AIRES";LOBERIA;6;476;92500;89500;237300;2651
"Trigo total";1996/97;"BUENOS AIRES";LOBERIA;6;476;123400;120330;360990;3000
"Trigo total";1997/98;"BUENOS AIRES";LOBERIA;6;476;112000;108920;392160;3600
"Trigo total";1998/99;"BUENOS AIRES";LOBERIA;6;476;97500;94350;230000;2438
"Trigo total";1999/00;"BUENOS AIRES";LOBERIA;6;476;114000;110700;323500;2922
"Trigo total";2000/01;"BUENOS AIRES";LOBERIA;6;476;121000;117970;395000;3348
"Trigo total";2001/02;"BUENOS AIRES";LOBERIA;6;476;115700;113350;320000;2823
"Trigo total";2002/03;"BUENOS AIRES";LOBERIA;6;476;100000;92000;192190;2089
"Trigo total";2003/04;"BUENOS AIRES";LOBERIA;6;476;102500;100580;402420;4001
"Trigo total";2004/05;"BUENOS AIRES";LOBERIA;6;476;100500;98490;354560;3600
"Trigo total";2005/06;"BUENOS AIRES";LOBERIA;6;476;90400;89595;331700;3702
"Trigo total";2006/07;"BUENOS AIRES";LOBERIA;6;476;89400;88000;339680;3860
"Trigo total";2007/08;"BUENOS AIRES";LOBERIA;6;476;87300;78000;164400;2108
"Trigo total";2008/09;"BUENOS AIRES";LOBERIA;6;476;73200;72480;224920;3103
"Trigo total";2009/10;"BUENOS AIRES";LOBERIA;6;476;59010;58715;261046;4446
"Trigo total";2010/11;"BUENOS AIRES";LOBERIA;6;476;99930;99010;522330;5276
"Trigo total";2011/12;"BUENOS AIRES";LOBERIA;6;476;90500;89785;493370;5495
"Trigo total";2012/13;"BUENOS AIRES";LOBERIA;6;476;20750;18250;82850;4540
"Trigo total";2013/14;"BUENOS AIRES";LOBERIA;6;476;28200;28200;145800;5170
"Trigo total";2014/15;"BUENOS AIRES";LOBERIA;6;476;44100;41300;147990;3583
"Trigo total";2015/16;"BUENOS AIRES";LOBERIA;6;476;37900;37340;146600;3926
"Trigo total";2016/17;"BUENOS AIRES";LOBERIA;6;476;54800;49260;182262;3700
"Trigo total";2017/18;"BUENOS AIRES";LOBERIA;6;476;47370;47370;213165;4500
"Trigo total";2018/19;"BUENOS AIRES";LOBERIA;6;476;59300;59300;266880;4501
"Trigo total";2019/20;"BUENOS AIRES";LOBERIA;6;476;68000;68000;285840;4204
"Trigo total";2020/21;"BUENOS AIRES";LOBERIA;6;476;80704;80704;388861;4818
"Trigo total";2021/22;"BUENOS AIRES";LOBERIA;6;476;38885;38885;178959;4602
"Trigo total";1969/70;"BUENOS AIRES";LOBOS;6;483;4000;3600;4320;1200
"Trigo total";1970/71;"BUENOS AIRES";LOBOS;6;483;4000;4000;6000;1500
"Trigo total";1971/72;"BUENOS AIRES";LOBOS;6;483;3500;3300;4290;1300
"Trigo total";1972/73;"BUENOS AIRES";LOBOS;6;483;4600;4200;8400;2000
"Trigo total";1973/74;"BUENOS AIRES";LOBOS;6;483;4000;4000;5700;1425
"Trigo total";1974/75;"BUENOS AIRES";LOBOS;6;483;3000;3000;5400;1800
"Trigo total";1975/76;"BUENOS AIRES";LOBOS;6;483;1500;1500;2400;1600
"Trigo total";1976/77;"BUENOS AIRES";LOBOS;6;483;2000;1700;2720;1600
"Trigo total";1977/78;"BUENOS AIRES";LOBOS;6;483;1500;1500;2100;1400
"Trigo total";1978/79;"BUENOS AIRES";LOBOS;6;483;1000;500;600;1200
"Trigo total";1979/80;"BUENOS AIRES";LOBOS;6;483;2000;1800;2750;1528
"Trigo total";1980/81;"BUENOS AIRES";LOBOS;6;483;1780;1780;1200;674
"Trigo total";1981/82;"BUENOS AIRES";LOBOS;6;483;3300;3300;5610;1700
"Trigo total";1982/83;"BUENOS AIRES";LOBOS;6;483;4200;4200;7560;1800
"Trigo total";1983/84;"BUENOS AIRES";LOBOS;6;483;5000;4800;9600;2000
"Trigo total";1984/85;"BUENOS AIRES";LOBOS;6;483;3500;3500;11200;3200
"Trigo total";1985/86;"BUENOS AIRES";LOBOS;6;483;3000;3000;4500;1500
"Trigo total";1986/87;"BUENOS AIRES";LOBOS;6;483;2100;2100;3900;1857
"Trigo total";1987/88;"BUENOS AIRES";LOBOS;6;483;2000;2000;3450;1725
"Trigo total";1988/89;"BUENOS AIRES";LOBOS;6;483;7000;7000;11200;1600
"Trigo total";1989/90;"BUENOS AIRES";LOBOS;6;483;7700;7700;14200;1844
"Trigo total";1990/91;"BUENOS AIRES";LOBOS;6;483;9200;9200;20200;2196
"Trigo total";1991/92;"BUENOS AIRES";LOBOS;6;483;5500;5500;12700;2309
"Trigo total";1992/93;"BUENOS AIRES";LOBOS;6;483;4400;4400;11000;2500
"Trigo total";1993/94;"BUENOS AIRES";LOBOS;6;483;2200;2200;4000;1818
"Trigo total";1994/95;"BUENOS AIRES";LOBOS;6;483;9000;9000;25200;2800
"Trigo total";1995/96;"BUENOS AIRES";LOBOS;6;483;9500;9500;24700;2600
"Trigo total";1996/97;"BUENOS AIRES";LOBOS;6;483;12000;12000;45600;3800
"Trigo total";1997/98;"BUENOS AIRES";LOBOS;6;483;8400;8400;26000;3095
"Trigo total";1998/99;"BUENOS AIRES";LOBOS;6;483;8000;8000;27000;3375
"Trigo total";1999/00;"BUENOS AIRES";LOBOS;6;483;10000;10000;31000;3100
"Trigo total";2000/01;"BUENOS AIRES";LOBOS;6;483;8400;8400;23600;2810
"Trigo total";2001/02;"BUENOS AIRES";LOBOS;6;483;3900;3340;6400;1916
"Trigo total";2002/03;"BUENOS AIRES";LOBOS;6;483;3900;3730;7460;2000
"Trigo total";2003/04;"BUENOS AIRES";LOBOS;6;483;4320;3980;14730;3701
"Trigo total";2004/05;"BUENOS AIRES";LOBOS;6;483;5100;5100;20400;4000
"Trigo total";2005/06;"BUENOS AIRES";LOBOS;6;483;6000;6000;25800;4300
"Trigo total";2006/07;"BUENOS AIRES";LOBOS;6;483;8500;8500;37400;4400
"Trigo total";2007/08;"BUENOS AIRES";LOBOS;6;483;9500;8950;29540;3301
"Trigo total";2008/09;"BUENOS AIRES";LOBOS;6;483;10000;10000;32000;3200
"Trigo total";2009/10;"BUENOS AIRES";LOBOS;6;483;6950;6950;13170;1895
"Trigo total";2010/11;"BUENOS AIRES";LOBOS;6;483;8000;8000;33050;4131
"Trigo total";2011/12;"BUENOS AIRES";LOBOS;6;483;9000;9000;40500;4500
"Trigo total";2012/13;"BUENOS AIRES";LOBOS;6;483;8100;7000;17500;2500
"Trigo total";2013/14;"BUENOS AIRES";LOBOS;6;483;5475;5475;21350;3900
"Trigo total";2014/15;"BUENOS AIRES";LOBOS;6;483;3000;2800;10360;3700
"Trigo total";2015/16;"BUENOS AIRES";LOBOS;6;483;4800;2500;7750;3100
"Trigo total";2016/17;"BUENOS AIRES";LOBOS;6;483;8000;7180;25848;3600
"Trigo total";2017/18;"BUENOS AIRES";LOBOS;6;483;6030;5910;21867;3700
"Trigo total";2018/19;"BUENOS AIRES";LOBOS;6;483;7115;6688;23408;3500
"Trigo total";2019/20;"BUENOS AIRES";LOBOS;6;483;7057;6916;23019;3328
"Trigo total";2020/21;"BUENOS AIRES";LOBOS;6;483;11900;11650;43105;3700
"Trigo total";2021/22;"BUENOS AIRES";LOBOS;6;483;13393;13253;50360;3800
"Trigo total";1969/70;"BUENOS AIRES";LUJAN;6;497;2500;2430;3766;1550
"Trigo total";1970/71;"BUENOS AIRES";LUJAN;6;497;1600;1600;3200;2000
"Trigo total";1971/72;"BUENOS AIRES";LUJAN;6;497;1300;1300;2600;2000
"Trigo total";1972/73;"BUENOS AIRES";LUJAN;6;497;700;700;1400;2000
"Trigo total";1973/74;"BUENOS AIRES";LUJAN;6;497;1000;1000;1700;1700
"Trigo total";1974/75;"BUENOS AIRES";LUJAN;6;497;1000;1000;1800;1800
"Trigo total";1975/76;"BUENOS AIRES";LUJAN;6;497;1000;1000;1800;1800
"Trigo total";1976/77;"BUENOS AIRES";LUJAN;6;497;1600;1500;3000;2000
"Trigo total";1977/78;"BUENOS AIRES";LUJAN;6;497;1400;1300;2600;2000
"Trigo total";1978/79;"BUENOS AIRES";LUJAN;6;497;1450;1450;2755;1900
"Trigo total";1979/80;"BUENOS AIRES";LUJAN;6;497;1000;1000;1900;1900
"Trigo total";1980/81;"BUENOS AIRES";LUJAN;6;497;3000;3000;5400;1800
"Trigo total";1981/82;"BUENOS AIRES";LUJAN;6;497;2300;2300;4140;1800
"Trigo total";1982/83;"BUENOS AIRES";LUJAN;6;497;2200;2200;3740;1700
"Trigo total";1983/84;"BUENOS AIRES";LUJAN;6;497;2800;2800;6160;2200
"Trigo total";1984/85;"BUENOS AIRES";LUJAN;6;497;3000;3000;6900;2300
"Trigo total";1985/86;"BUENOS AIRES";LUJAN;6;497;5000;3800;3420;900
"Trigo total";1986/87;"BUENOS AIRES";LUJAN;6;497;3100;3100;5800;1871
"Trigo total";1987/88;"BUENOS AIRES";LUJAN;6;497;2500;2500;3400;1360
"Trigo total";1988/89;"BUENOS AIRES";LUJAN;6;497;3500;3500;4900;1400
"Trigo total";1989/90;"BUENOS AIRES";LUJAN;6;497;4300;4300;10300;2395
"Trigo total";1990/91;"BUENOS AIRES";LUJAN;6;497;5500;5500;12100;2200
"Trigo total";1991/92;"BUENOS AIRES";LUJAN;6;497;3850;3850;7700;2000
"Trigo total";1992/93;"BUENOS AIRES";LUJAN;6;497;4300;4300;12500;2907
"Trigo total";1993/94;"BUENOS AIRES";LUJAN;6;497;3800;3800;6800;1789
"Trigo total";1994/95;"BUENOS AIRES";LUJAN;6;497;3800;3800;9900;2605
"Trigo total";1995/96;"BUENOS AIRES";LUJAN;6;497;4500;4500;13500;3000
"Trigo total";1996/97;"BUENOS AIRES";LUJAN;6;497;5400;5400;16700;3093
"Trigo total";1997/98;"BUENOS AIRES";LUJAN;6;497;4800;4800;11700;2438
"Trigo total";1998/99;"BUENOS AIRES";LUJAN;6;497;3600;3600;10000;2778
"Trigo total";1999/00;"BUENOS AIRES";LUJAN;6;497;4500;4500;13000;2889
"Trigo total";2000/01;"BUENOS AIRES";LUJAN;6;497;3200;3200;9600;3000
"Trigo total";2001/02;"BUENOS AIRES";LUJAN;6;497;3200;3200;5800;1813
"Trigo total";2002/03;"BUENOS AIRES";LUJAN;6;497;2500;2500;5000;2000
"Trigo total";2003/04;"BUENOS AIRES";LUJAN;6;497;2000;2000;5400;2700
"Trigo total";2004/05;"BUENOS AIRES";LUJAN;6;497;2500;2500;8000;3200
"Trigo total";2005/06;"BUENOS AIRES";LUJAN;6;497;2500;2500;8750;3500
"Trigo total";2006/07;"BUENOS AIRES";LUJAN;6;497;2800;2800;10080;3600
"Trigo total";2007/08;"BUENOS AIRES";LUJAN;6;497;2800;2800;10920;3900
"Trigo total";2008/09;"BUENOS AIRES";LUJAN;6;497;2000;2000;5200;2600
"Trigo total";2009/10;"BUENOS AIRES";LUJAN;6;497;1230;1230;4720;3837
"Trigo total";2010/11;"BUENOS AIRES";LUJAN;6;497;1400;1400;7230;5164
"Trigo total";2011/12;"BUENOS AIRES";LUJAN;6;497;1400;1400;6720;4800
"Trigo total";2012/13;"BUENOS AIRES";LUJAN;6;497;1150;1150;3795;3300
"Trigo total";2013/14;"BUENOS AIRES";LUJAN;6;497;1500;1500;5550;3700
"Trigo total";2014/15;"BUENOS AIRES";LUJAN;6;497;740;740;2660;3595
"Trigo total";2015/16;"BUENOS AIRES";LUJAN;6;497;590;502;1410;2809
"Trigo total";2016/17;"BUENOS AIRES";LUJAN;6;497;900;800;3600;4500
"Trigo total";2017/18;"BUENOS AIRES";LUJAN;6;497;1100;1100;5280;4800
"Trigo total";2018/19;"BUENOS AIRES";LUJAN;6;497;1298;1188;4871;4100
"Trigo total";2019/20;"BUENOS AIRES";LUJAN;6;497;4500;4500;17550;3900
"Trigo total";2020/21;"BUENOS AIRES";LUJAN;6;497;4500;4500;17100;3800
"Trigo total";2021/22;"BUENOS AIRES";LUJAN;6;497;7900;7900;30020;3800
"Trigo total";1969/70;"BUENOS AIRES";MAGDALENA;6;505;1500;1350;1485;1100
"Trigo total";1970/71;"BUENOS AIRES";MAGDALENA;6;505;1000;1000;1700;1700
"Trigo total";1971/72;"BUENOS AIRES";MAGDALENA;6;505;1500;1300;1690;1300
"Trigo total";1972/73;"BUENOS AIRES";MAGDALENA;6;505;3700;3500;7000;2000
"Trigo total";1973/74;"BUENOS AIRES";MAGDALENA;6;505;3000;2500;2800;1120
"Trigo total";1974/75;"BUENOS AIRES";MAGDALENA;6;505;2500;2500;3400;1360
"Trigo total";1975/76;"BUENOS AIRES";MAGDALENA;6;505;3500;3500;5600;1600
"Trigo total";1976/77;"BUENOS AIRES";MAGDALENA;6;505;6000;6000;10200;1700
"Trigo total";1977/78;"BUENOS AIRES";MAGDALENA;6;505;4500;4000;5700;1425
"Trigo total";1978/79;"BUENOS AIRES";MAGDALENA;6;505;2500;2500;3760;1504
"Trigo total";1979/80;"BUENOS AIRES";MAGDALENA;6;505;2000;1500;2400;1600
"Trigo total";1980/81;"BUENOS AIRES";MAGDALENA;6;505;2500;2100;4100;1952
"Trigo total";1981/82;"BUENOS AIRES";MAGDALENA;6;505;1200;1200;2000;1667
"Trigo total";1982/83;"BUENOS AIRES";MAGDALENA;6;505;1300;1100;1650;1500
"Trigo total";1983/84;"BUENOS AIRES";MAGDALENA;6;505;1400;1200;1920;1600
"Trigo total";1984/85;"BUENOS AIRES";MAGDALENA;6;505;1300;1300;2300;1769
"Trigo total";1985/86;"BUENOS AIRES";MAGDALENA;6;505;1250;1150;1380;1200
"Trigo total";1986/87;"BUENOS AIRES";MAGDALENA;6;505;1500;1400;2400;1714
"Trigo total";1987/88;"BUENOS AIRES";MAGDALENA;6;505;1600;1500;2550;1700
"Trigo total";1988/89;"BUENOS AIRES";MAGDALENA;6;505;1450;1220;1620;1328
"Trigo total";2014/15;"BUENOS AIRES";MAGDALENA;6;505;960;960;3360;3500
"Trigo total";2015/16;"BUENOS AIRES";MAGDALENA;6;505;766;689;1650;2395
"Trigo total";2016/17;"BUENOS AIRES";MAGDALENA;6;505;400;350;1330;3800
"Trigo total";2017/18;"BUENOS AIRES";MAGDALENA;6;505;167;167;752;4503
"Trigo total";2018/19;"BUENOS AIRES";MAGDALENA;6;505;472;427;1751;4101
"Trigo total";2019/20;"BUENOS AIRES";MAGDALENA;6;505;450;450;1755;3900
"Trigo total";2020/21;"BUENOS AIRES";MAGDALENA;6;505;450;450;1710;3800
"Trigo total";2021/22;"BUENOS AIRES";MAGDALENA;6;505;1600;1600;6080;3800
"Trigo total";1969/70;"BUENOS AIRES";MAIPU;6;511;900;800;1200;1500
"Trigo total";1970/71;"BUENOS AIRES";MAIPU;6;511;700;700;980;1400
"Trigo total";1971/72;"BUENOS AIRES";MAIPU;6;511;600;600;900;1500
"Trigo total";1972/73;"BUENOS AIRES";MAIPU;6;511;600;500;850;1700
"Trigo total";1973/74;"BUENOS AIRES";MAIPU;6;511;1000;1000;1760;1760
"Trigo total";1974/75;"BUENOS AIRES";MAIPU;6;511;1400;1400;2450;1750
"Trigo total";1975/76;"BUENOS AIRES";MAIPU;6;511;1700;1700;3060;1800
"Trigo total";1976/77;"BUENOS AIRES";MAIPU;6;511;3000;2000;3000;1500
"Trigo total";1977/78;"BUENOS AIRES";MAIPU;6;511;2500;2200;3630;1650
"Trigo total";1978/79;"BUENOS AIRES";MAIPU;6;511;2000;2000;5000;2500
"Trigo total";1979/80;"BUENOS AIRES";MAIPU;6;511;3000;1500;2300;1533
"Trigo total";1980/81;"BUENOS AIRES";MAIPU;6;511;730;700;1500;2143
"Trigo total";1981/82;"BUENOS AIRES";MAIPU;6;511;1000;700;1200;1714
"Trigo total";1982/83;"BUENOS AIRES";MAIPU;6;511;2000;2000;4000;2000
"Trigo total";1983/84;"BUENOS AIRES";MAIPU;6;511;3000;3000;5100;1700
"Trigo total";1984/85;"BUENOS AIRES";MAIPU;6;511;800;800;2400;3000
"Trigo total";1985/86;"BUENOS AIRES";MAIPU;6;511;1000;700;1250;1786
"Trigo total";1986/87;"BUENOS AIRES";MAIPU;6;511;1000;1000;2600;2600
"Trigo total";1987/88;"BUENOS AIRES";MAIPU;6;511;1000;1000;2300;2300
"Trigo total";1988/89;"BUENOS AIRES";MAIPU;6;511;1700;1700;5950;3500
"Trigo total";1989/90;"BUENOS AIRES";MAIPU;6;511;3000;3000;6000;2000
"Trigo total";1990/91;"BUENOS AIRES";MAIPU;6;511;1500;1300;2100;1615
"Trigo total";1991/92;"BUENOS AIRES";MAIPU;6;511;1000;900;1400;1556
"Trigo total";1992/93;"BUENOS AIRES";MAIPU;6;511;1000;900;1400;1556
"Trigo total";1993/94;"BUENOS AIRES";MAIPU;6;511;1000;800;1400;1750
"Trigo total";1994/95;"BUENOS AIRES";MAIPU;6;511;700;650;1400;2154
"Trigo total";1995/96;"BUENOS AIRES";MAIPU;6;511;500;400;700;1750
"Trigo total";1996/97;"BUENOS AIRES";MAIPU;6;511;3000;2900;7300;2517
"Trigo total";1997/98;"BUENOS AIRES";MAIPU;6;511;2700;2600;7500;2885
"Trigo total";1998/99;"BUENOS AIRES";MAIPU;6;511;3500;3350;6700;2000
"Trigo total";1999/00;"BUENOS AIRES";MAIPU;6;511;4000;3880;10500;2706
"Trigo total";2000/01;"BUENOS AIRES";MAIPU;6;511;4500;4380;13200;3014
"Trigo total";2001/02;"BUENOS AIRES";MAIPU;6;511;3500;3430;9300;2711
"Trigo total";2002/03;"BUENOS AIRES";MAIPU;6;511;2500;2250;4390;1951
"Trigo total";2003/04;"BUENOS AIRES";MAIPU;6;511;4000;3950;15410;3901
"Trigo total";2004/05;"BUENOS AIRES";MAIPU;6;511;4500;4400;15400;3500
"Trigo total";2005/06;"BUENOS AIRES";MAIPU;6;511;4000;3965;14670;3700
"Trigo total";2006/07;"BUENOS AIRES";MAIPU;6;511;3800;3720;15250;4099
"Trigo total";2007/08;"BUENOS AIRES";MAIPU;6;511;8000;7800;27300;3500
"Trigo total";2008/09;"BUENOS AIRES";MAIPU;6;511;7000;6930;26330;3799
"Trigo total";2009/10;"BUENOS AIRES";MAIPU;6;511;5310;5280;23654;4480
"Trigo total";2010/11;"BUENOS AIRES";MAIPU;6;511;6500;6450;33971;5267
"Trigo total";2011/12;"BUENOS AIRES";MAIPU;6;511;6000;5950;30345;5100
"Trigo total";2012/13;"BUENOS AIRES";MAIPU;6;511;987;887;4701;5300
"Trigo total";2013/14;"BUENOS AIRES";MAIPU;6;511;3500;3500;20300;5800
"Trigo total";2014/15;"BUENOS AIRES";MAIPU;6;511;2900;2800;10360;3700
"Trigo total";2015/16;"BUENOS AIRES";MAIPU;6;511;4000;4000;18000;4500
"Trigo total";2016/17;"BUENOS AIRES";MAIPU;6;511;3900;3500;13650;3900
"Trigo total";2017/18;"BUENOS AIRES";MAIPU;6;511;1862;1482;7706;5200
"Trigo total";2018/19;"BUENOS AIRES";MAIPU;6;511;2400;2250;10800;4800
"Trigo total";2019/20;"BUENOS AIRES";MAIPU;6;511;2200;2200;10560;4800
"Trigo total";2020/21;"BUENOS AIRES";MAIPU;6;511;2800;2800;14000;5000
"Trigo total";2021/22;"BUENOS AIRES";MAIPU;6;511;3020;3020;15100;5000
"Trigo total";1969/70;"BUENOS AIRES";"MAR CHIQUITA";6;518;5000;5000;8100;1620
"Trigo total";1970/71;"BUENOS AIRES";"MAR CHIQUITA";6;518;3000;3000;5600;1867
"Trigo total";1971/72;"BUENOS AIRES";"MAR CHIQUITA";6;518;700;700;1150;1643
"Trigo total";1972/73;"BUENOS AIRES";"MAR CHIQUITA";6;518;1000;600;1130;1883
"Trigo total";1973/74;"BUENOS AIRES";"MAR CHIQUITA";6;518;1000;1000;1950;1950
"Trigo total";1974/75;"BUENOS AIRES";"MAR CHIQUITA";6;518;6250;6250;11640;1862
"Trigo total";1975/76;"BUENOS AIRES";"MAR CHIQUITA";6;518;3000;3000;5400;1800
"Trigo total";1976/77;"BUENOS AIRES";"MAR CHIQUITA";6;518;10000;6000;8700;1450
"Trigo total";1977/78;"BUENOS AIRES";"MAR CHIQUITA";6;518;6500;4000;6500;1625
"Trigo total";1978/79;"BUENOS AIRES";"MAR CHIQUITA";6;518;4500;4500;11200;2489
"Trigo total";1979/80;"BUENOS AIRES";"MAR CHIQUITA";6;518;4500;4000;6160;1540
"Trigo total";1980/81;"BUENOS AIRES";"MAR CHIQUITA";6;518;1100;900;1500;1667
"Trigo total";1981/82;"BUENOS AIRES";"MAR CHIQUITA";6;518;1500;1500;2600;1733
"Trigo total";1982/83;"BUENOS AIRES";"MAR CHIQUITA";6;518;4200;4200;8400;2000
"Trigo total";1983/84;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;4000;7600;1900
"Trigo total";1984/85;"BUENOS AIRES";"MAR CHIQUITA";6;518;3000;3000;9000;3000
"Trigo total";1985/86;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;4000;8000;2000
"Trigo total";1986/87;"BUENOS AIRES";"MAR CHIQUITA";6;518;4100;4100;10700;2610
"Trigo total";1987/88;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;4000;7250;1813
"Trigo total";1988/89;"BUENOS AIRES";"MAR CHIQUITA";6;518;5600;5600;19600;3500
"Trigo total";1989/90;"BUENOS AIRES";"MAR CHIQUITA";6;518;8000;8000;16000;2000
"Trigo total";1990/91;"BUENOS AIRES";"MAR CHIQUITA";6;518;6000;5400;10300;1907
"Trigo total";1991/92;"BUENOS AIRES";"MAR CHIQUITA";6;518;4500;4200;6700;1595
"Trigo total";1992/93;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;3800;6100;1605
"Trigo total";1993/94;"BUENOS AIRES";"MAR CHIQUITA";6;518;6500;5900;10600;1797
"Trigo total";1994/95;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;3600;8600;2389
"Trigo total";1995/96;"BUENOS AIRES";"MAR CHIQUITA";6;518;5500;5000;11500;2300
"Trigo total";1996/97;"BUENOS AIRES";"MAR CHIQUITA";6;518;10000;9800;26500;2704
"Trigo total";1997/98;"BUENOS AIRES";"MAR CHIQUITA";6;518;8500;8250;24800;3006
"Trigo total";1998/99;"BUENOS AIRES";"MAR CHIQUITA";6;518;6000;5750;14000;2435
"Trigo total";1999/00;"BUENOS AIRES";"MAR CHIQUITA";6;518;10000;9600;27000;2813
"Trigo total";2000/01;"BUENOS AIRES";"MAR CHIQUITA";6;518;11000;10750;32200;2995
"Trigo total";2001/02;"BUENOS AIRES";"MAR CHIQUITA";6;518;9000;8850;24000;2712
"Trigo total";2002/03;"BUENOS AIRES";"MAR CHIQUITA";6;518;7000;6300;11970;1900
"Trigo total";2003/04;"BUENOS AIRES";"MAR CHIQUITA";6;518;6000;5870;21130;3600
"Trigo total";2004/05;"BUENOS AIRES";"MAR CHIQUITA";6;518;5000;4900;16660;3400
"Trigo total";2005/06;"BUENOS AIRES";"MAR CHIQUITA";6;518;4200;4160;15390;3700
"Trigo total";2006/07;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;3920;15290;3901
"Trigo total";2007/08;"BUENOS AIRES";"MAR CHIQUITA";6;518;3800;3650;11320;3101
"Trigo total";2008/09;"BUENOS AIRES";"MAR CHIQUITA";6;518;3100;3070;9520;3101
"Trigo total";2009/10;"BUENOS AIRES";"MAR CHIQUITA";6;518;2350;2340;9887;4225
"Trigo total";2010/11;"BUENOS AIRES";"MAR CHIQUITA";6;518;2900;2870;14819;5163
"Trigo total";2011/12;"BUENOS AIRES";"MAR CHIQUITA";6;518;2500;2475;12128;4900
"Trigo total";2012/13;"BUENOS AIRES";"MAR CHIQUITA";6;518;2506;2506;7518;3000
"Trigo total";2013/14;"BUENOS AIRES";"MAR CHIQUITA";6;518;5200;5200;23400;4500
"Trigo total";2014/15;"BUENOS AIRES";"MAR CHIQUITA";6;518;4800;4700;17860;3800
"Trigo total";2015/16;"BUENOS AIRES";"MAR CHIQUITA";6;518;4300;4300;17200;4000
"Trigo total";2016/17;"BUENOS AIRES";"MAR CHIQUITA";6;518;7100;6380;23606;3700
"Trigo total";2017/18;"BUENOS AIRES";"MAR CHIQUITA";6;518;3113;3113;13075;4200
"Trigo total";2018/19;"BUENOS AIRES";"MAR CHIQUITA";6;518;3600;3600;18720;5200
"Trigo total";2019/20;"BUENOS AIRES";"MAR CHIQUITA";6;518;4000;4000;19200;4800
"Trigo total";2020/21;"BUENOS AIRES";"MAR CHIQUITA";6;518;6000;6000;30000;5000
"Trigo total";2021/22;"BUENOS AIRES";"MAR CHIQUITA";6;518;6500;6500;35750;5500
"Trigo total";1983/84;"BUENOS AIRES";"MARCOS PAZ";6;525;500;500;900;1800
"Trigo total";1984/85;"BUENOS AIRES";"MARCOS PAZ";6;525;500;500;900;1800
"Trigo total";1985/86;"BUENOS AIRES";"MARCOS PAZ";6;525;800;800;1040;1300
"Trigo total";1986/87;"BUENOS AIRES";"MARCOS PAZ";6;525;800;800;1550;1938
"Trigo total";1987/88;"BUENOS AIRES";"MARCOS PAZ";6;525;750;750;1300;1733
"Trigo total";1988/89;"BUENOS AIRES";"MARCOS PAZ";6;525;500;500;740;1480
"Trigo total";1997/98;"BUENOS AIRES";"MARCOS PAZ";6;525;400;400;1200;3000
